Frequency,Magnitude,Phase
4.47,0.00113101901701379,-173.468248694441
4.48,0.00122068772706624,-174.67938318476
4.49,0.00130329465683738,-179.902284125615
4.5,0.00123910093459989,-176.229144859141
4.51,0.00125954029365621,-177.566223230254
4.52,0.00116323722815983,-177.53915896936
4.53,0.00126915168483975,-179.431909116805
4.54,0.00106221856700102,-176.560613664114
4.55,0.00109723171507115,-177.336004368961
4.56,0.00106881392721958,-186.675312382968
4.57,0.00109506235777307,-183.206319920927
4.58,0.00107303457383439,-175.197163981582
4.59,0.00108154299823562,-179.900461182507
4.6,0.000988884041113597,-171.341669598318
4.61,0.000945473598443671,-185.011388228923
4.62,0.000967567870680853,-183.363429371636
4.63,0.000864301631065754,-179.915549822646
4.64,0.000853026601155144,-183.796046777695
4.65,0.000871676626506934,-176.408319064902
4.66,0.00091378354423153,-181.979850840915
4.67,0.000828870163896906,-176.781261014056
4.68,0.000775365952668675,-176.338316841324
4.69,0.000803962795318614,-188.87041974366
4.7,0.000729714788866186,-176.306956645615
4.71,0.000527269345127937,-166.797023924672
4.72,0.000606388310247755,-184.557034733966
4.73,0.000767646500147649,-174.107808181362
4.74,0.000494157344535588,-171.009009443547
4.75,0.000658811702329599,-174.120668322578
4.76,0.000703903335807488,-174.508578434464
4.77,0.000687283333071176,-179.569998735807
4.78,0.00065567995764666,-174.109654908709
4.79,0.000524639575707036,-184.957200964909
4.8,0.000673470522513821,-173.090232267554
4.81,0.000573788892682548,-176.369581927472
4.82,0.000652117355960604,-167.084422879516
4.83,0.000622266828574604,-174.941965220593
4.84,0.000531509340020191,-184.95596140995
4.85,0.000729296368325133,-185.007932555841
4.86,0.000512490998527265,-185.908605536483
4.87,0.00054060460403059,-168.012890548369
4.88,0.000568349285207082,-165.928203732543
4.89,0.000491568027615628,-171.771813259836
4.9,0.000393071734970656,-181.370162364769
4.91,0.000504848771423107,-171.926025828871
4.92,0.00043752527431814,-166.15940289812
4.93,0.00055775496378338,-174.661257966122
4.94,0.000436457080807543,-160.74214233606
4.95,0.000534570240270539,-165.541220479443
4.96,0.000438947993776073,-163.338467956635
4.97,0.000482859754487209,-166.404724212755
4.98,0.00047790163625916,-159.773577454095
4.99,0.000413195458597063,-165.794395699095
5,0.0003884405862375,-151.29560500478
5.01,0.000435757662807741,-157.581869953509
5.02,0.000448413604370784,-159.682152842015
5.03,0.000428833555773402,-165.972590395864
5.04,0.000354970699726193,-139.069745946429
5.05,0.000436017097972039,-165.76143147239
5.06,0.000390832769959754,-158.05890068178
5.07,0.000435050125749363,-155.273722395257
5.08,0.000452399320817189,-160.374925554603
5.09,0.000418665331649762,-164.214994464142
5.1,0.000429824106624192,-156.696464907566
5.11,0.000381890830806599,-148.118881472374
5.12,0.000365394680662657,-148.755884684426
5.13,0.000365780937998681,-152.750096358051
5.14,0.000405775216803613,-158.492232574601
5.15,0.000413542017894905,-147.932305394601
5.16,0.00036667058157527,-155.447376898701
5.17,0.000403953343967715,-144.047526719086
5.18,0.000351892987663413,-143.567053279959
5.19,0.000398741936484816,-146.461771595688
5.2,0.0004272980632549,-130.088283120891
5.21,0.000370013465562743,-149.764328188839
5.22,0.000350352780359893,-149.338431323953
5.23,0.000255394642859419,-100.870966306506
5.24,0.00034098696930088,-143.455777990075
5.25,0.000369403577929356,-145.660073364236
5.26,0.000332461518506001,-132.506572531642
5.27,0.000336860854385626,-132.477646334373
5.28,0.000362241429026039,-146.791845464267
5.29,0.000428651675313062,-141.322713860601
5.3,0.000393223516953925,-144.450394035432
5.31,0.000349891031989604,-137.657194693795
5.32,0.000346321811255031,-136.122557501794
5.33,0.000334823374967625,-130.66894311366
5.34,0.000320998495514559,-139.596687916733
5.35,0.000343941185604663,-141.960622858755
5.36,0.000307234575111281,-140.659250929137
5.37,0.000440939492391658,-134.498875105616
5.38,0.000401492578923606,-132.612926164554
5.39,0.000327782376220418,-137.284984107851
5.4,0.000331714722220234,-139.719827616597
5.41,0.000326703562412773,-127.889813058961
5.42,0.000342506970314986,-137.202041554161
5.43,0.000326851802596294,-134.015490979081
5.44,0.000333123634848253,-130.015434000786
5.45,0.000340827392058918,-134.617667618811
5.46,0.000351568728253854,-124.125740577577
5.47,0.000308803513464647,-127.008962547191
5.48,0.000332003058724076,-126.667523812894
5.49,0.000360191149372427,-122.110285750183
5.5,0.000331638537458538,-131.021434993459
5.51,0.000350879659134271,-125.098822095644
5.52,0.000342560773775953,-130.66145705329
5.53,0.000315318233253764,-125.128658694595
5.54,0.000326544191396824,-117.405275245
5.55,0.000337433787378267,-133.848629721446
5.56,0.000317976046055365,-124.750602294234
5.57,0.000332490570899868,-124.844446629063
5.58,0.000345635433819104,-121.261691988238
5.59,0.000345173266996595,-126.979150539981
5.6,0.000338072714241598,-127.951625470584
5.61,0.000372555528706916,-120.661818229075
5.62,0.000338624136424454,-138.83991569697
5.63,0.000310250990463833,-120.687463411847
5.64,0.000356267700418052,-122.708220088229
5.65,0.000367725323739779,-121.032489556391
5.66,0.000340210067738303,-125.712051462498
5.67,0.000336068541050766,-126.506098351129
5.68,0.000349346106957338,-120.783120427775
5.69,0.000371755644929749,-120.398222690899
5.7,0.000339560810418801,-122.839386438216
5.71,0.000363074475290941,-118.291234717874
5.72,0.000329842000367233,-120.9609706987
5.73,0.000320293417868134,-122.601781574891
5.74,0.000366064046753412,-118.796186045271
5.75,0.000327006909297955,-118.336770127657
5.76,0.000343861099564744,-118.479584400019
5.77,0.000387767806200274,-116.700945265106
5.78,0.00036797108778093,-125.752875346855
5.79,0.000336198143923184,-119.93190149569
5.8,0.000338491868699792,-116.558061175847
5.81,0.000327481367038071,-109.643620335556
5.82,0.000342106599707576,-121.870996081517
5.83,0.000363046937885456,-119.483249616492
5.84,0.000361490220639968,-118.886466646821
5.85,0.000357530244200799,-110.793725592562
5.86,0.000346793919245339,-114.630524065223
5.87,0.000358731013743721,-115.163358543301
5.88,0.000364696960246326,-118.313363873005
5.89,0.000365279793836342,-116.888898611138
5.9,0.000374158545201553,-118.390032931808
5.91,0.000365784977300743,-115.680494965701
5.92,0.000325597134838293,-115.992421659413
5.93,0.000332602053016725,-117.739389136215
5.94,0.000369215344716405,-116.936955128264
5.95,0.000349941563332425,-116.694619391706
5.96,0.000339085503216439,-113.778535623512
5.97,0.000332423519741036,-114.157860810424
5.98,0.000385039330382084,-114.478155795874
5.99,0.000362277587385685,-112.196033251155
6,0.000378324735010537,-110.539384231119
6.01,0.000348463600650864,-112.81559284514
6.02,0.000352469408804976,-115.208460290434
6.03,0.000421831454458683,-110.927939734071
6.04,0.00039960692791782,-102.279224954848
6.05,0.000352830260632322,-112.014398262675
6.06,0.000385719880572985,-112.432660866382
6.07,0.00037958478207318,-111.338224446426
6.08,0.0003717105159495,-112.539272603503
6.09,0.000366193806585011,-110.614258591523
6.1,0.000392625998686905,-109.965467733721
6.11,0.000377865769631555,-110.314902832275
6.12,0.000336944406101949,-111.989534587614
6.13,0.000346153413184754,-103.648030156307
6.14,0.000367541348374123,-109.196243141136
6.15,0.000371861245477827,-112.326214771534
6.16,0.000368974936143706,-113.269231017225
6.17,0.000374771113622625,-111.943643908733
6.18,0.000368722907716427,-109.505872146166
6.19,0.000360262377564545,-106.231727238822
6.2,0.00034853043351937,-110.827179120261
6.21,0.000456207513667129,-109.764453065196
6.22,0.000372299478272371,-113.309855878169
6.23,0.000366843340263345,-112.061242035675
6.24,0.000349117349223446,-110.58236348785
6.25,0.000264975151090548,-114.401251664499
6.26,0.000353682361601884,-108.212581618208
6.27,0.000294632090983452,-83.6570814569028
6.28,0.000392031489432909,-111.341996840937
6.29,0.000366068372963416,-111.752335849004
6.3,0.000380308750887816,-108.35929903446
6.31,0.000370232454783563,-111.103624692706
6.32,0.000366718574576347,-112.226801086297
6.33,0.000388193089686199,-109.014777868325
6.34,0.000308808010708348,-121.815031403498
6.35,0.000382840937240301,-109.268843250444
6.36,0.00035679661257121,-109.650901403676
6.37,0.000366952620334481,-111.746248858798
6.38,0.000355929332256786,-106.816594159574
6.39,0.000366903428580179,-106.101765371654
6.4,0.000367407691529951,-107.499068404386
6.41,0.000362634873597249,-106.246216346487
6.42,0.000383423920282071,-108.712672976578
6.43,0.000377301977270723,-118.128746477575
6.44,0.000373880716856285,-106.675025105843
6.45,0.00037438213421003,-102.684505554715
6.46,0.000366619071485613,-107.228486736419
6.47,0.0002842248200349,-106.739974820846
6.48,0.00038377397588712,-101.221956257439
6.49,0.000372733399598177,-110.451838189726
6.5,0.000376812062717496,-107.351926626365
6.51,0.000373831652833703,-112.082742061775
6.52,0.00038785068076286,-104.83841645362
6.53,0.000387096692297888,-110.733512648476
6.54,0.000361478588998749,-108.635397847236
6.55,0.000402987308530532,-109.700416920507
6.56,0.000385128783384521,-107.890993102793
6.57,0.000373123687185287,-105.732765341553
6.58,0.000385522622005022,-103.676126108127
